,DataSystem,Affiliation,Country,Unnamed: 3,Unnamed: 4,Unnamed: 5,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
674,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
675,Mailing_List,AfricaMuseum,Belgium,,,,RMCA Royal Museum for Central Africa,,Belgium,o,Museum,Science
676,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
677,Mailing_List,Belgian Biodiversity Platform (BBPf),Belgium,,,,Belgian Biodiversity Platform (BBPf),,Belgium,o,Data infrastructure,Science
678,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
679,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
680,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
681,Mailing_List,personal emailadres,Italy,,,,personal,,,,,
682,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
683,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
684,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
685,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
686,Mailing_List,Natagora,Belgium,,,,Natagora,,Belgium,o,Non-profit organization,Civil society
687,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
688,Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal Science and Aquatic Ecology,,Belgium,x,University,Science
689,Mailing_List,Deltares,Netherlands,,,,Deltares,,Netherlands,,Company,Industry
690,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
691,Mailing_List,Vlaamse Overheid,Belgium,,,,Flemish Government,,Belgium,x,Governmental body,Policy
692,Mailing_List,Provincie Ooste-Vlaanderen,Belgium,,,,Province of East-Flanders,,Belgium,x,Other public authorities,Policy
693,Mailing_List,UNESCO/IOC Project Office for IODE,Belgium,,,,UNESCO - IOC Project Office - IODE (International Oceanographic Data and Information Exchange),,Global,,International programme,Science
694,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
695,Mailing_List,"Australia National University, Research School of Earth Sciences",Australia,,,,Australian National University - Research school of Earth Sciences,,Australia,,University,Science
696,Mailing_List,personal emailadres,,,,,personal,,,,,
697,Mailing_List,Vlaamse Instelling voor Technologisch Onderzoek (VITO),Belgium,,,,VITO Vlaamse Instelling voor Technologisch Onderzoek,,Belgium,x,Research institute,Science
698,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
699,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
700,Mailing_List,personal emailadres,,,,,personal,,,,,
701,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
702,Mailing_List,personal emailadres,,,,,personal,,,,,
703,Mailing_List,personal emailadres,,,,,personal,,,,,
704,Mailing_List,UNESCO/IOC Project Office for IODE,Belgium,,,,UNESCO - IOC Project Office - IODE (International Oceanographic Data and Information Exchange),,Global,,International programme,Science
705,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
706,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
707,Mailing_List,personal emailadres,,,,,personal,,,,,
708,Mailing_List,Defensie,Belgium,,,,Defensie,,Belgium,o,Defence,Policy
709,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
710,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
711,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
712,Mailing_List,"Ugent, Departement of of Animal Science and Aquatic Ecology, Aquatic Ecology (AECO)",Belgium,,,,Ghent University - Faculty of Bioscience Engineering - Department of Animal Science and Aquatic Ecology,,Belgium,x,University,Science
713,Mailing_List,Federale Overheidsdienst Justitie,Belgium,,,,Federal government - Federal Public Service Justice,,Belgium,o,Governmental body,Policy
714,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
715,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
716,Mailing_List,personal emailadres,,,,,personal,,,,,
717,Mailing_List,"Uliege, TERRA Research centre",Belgium,,,,University of Liège - TERRA research centre,,Belgium,,Research institute,Science
718,Mailing_List,"Uliege, TERRA Research centre",Belgium,,,,University of Liège - TERRA research centre,,Belgium,,Research institute,Science
719,Mailing_List,"Université Catholique de Louvain, Department of Sciences and Technology, Earth and Life Institute, Environmental Sciences",Belgium,,,,Catholique University of Louvain - Earth and Life Institute (ELI),x,Belgium,x,Research institute,Science
720,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
721,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
722,Mailing_List,"Uhasselt, Faculty of Sciences, Department of Biology and Geology, Researchgroup of Zooloy: Biodiversity and Toxicology, Research Centre for Envronmental Sciences",Belgium,,," Research Centre for Envronmental Sciences""		Belgium",Hasselt University - Centre for Environmental Sciences (CMK) - Research Centre for Envronmental Sciences,,,,,
723,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
724,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
725,Mailing_List,University of Sheffield,UK,,,,University of Sheffield,,UK,,University,Science
726,Mailing_List,INBO,Belgium,,,,INBO Research Institute for Nature and Forest,,Belgium,x,Research institute,Science
727,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
728,Mailing_List,personal emailadres,,,,,personal,,,,,
729,Mailing_List,UNESCO/IOC Project Office for IODE,Belgium,,,,UNESCO - IOC Project Office - IODE (International Oceanographic Data and Information Exchange),,Global,,International programme,Science
730,Mailing_List,"Uantwerpen, Department of Biology, Behavioural Ecology and Eco-Physiology Group",Belgium,,,,University of Antwerp - Faculty of Science - Department of Biology - Behavioural Ecology and Ecophysiology (BECO),,Belgium,x,University,Science
731,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
732,Mailing_List,Institute of Tropical Medicine Antwerp,Belgium,,,,Institute of Tropical Medicine Antwerp,,Belgium,x,Research institute,Science
733,Mailing_List,"Ugent, Faculty of Sciences, Departement of Biology, Marine Biology Research group",Belgium,,,,Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL),,Belgium,x,Research institute,Science
734,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
735,Mailing_List,Royal Belgian Institute of Natural Sciences (RBINS),Belgium,,,,RBINS Royal Belgian Institute of Natural Sciences (RBINS),,,,,
736,Mailing_List,VLIZ,Belgium,,,,VLIZ Flanders Marine Institute,,Belgium,x,Research institute,Science
